Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,386056,16158671,228797,24-Nov-19,Void: 02-ED Weekly Rate - (24-Nov-19),Incorrect Entry,Lot-Weekly,NBalch,,66
,Sunland RV Resort Emerald Desert,386056,16158672,228797,24-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,NBalch,,-27
,Sunland RV Resort Emerald Desert,394118,16398202,236246,24-Nov-19,Void: 01-ED Daily Charge - (24-Nov-19),Cancelled Reservation,Lot-Daily,Olivia,,84
,Sunland RV Resort Emerald Desert,394118,16398203,236246,24-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,394118,16398204,236246,24-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-41.63
,Sunland RV Resort Emerald Desert,387298,16209078,229718,24-Nov-19,Void: 02-ED Weekly Rate - (24-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,387298,16209079,229718,24-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390266,16285704,232274,24-Nov-19,Void: 02-ED Weekly Rate - (24-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,76
,Sunland RV Resort Emerald Desert,390266,16285705,232274,24-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390266,16285706,232274,24-Nov-19,Void:    - Early Bird Special - Deluxe,Cancelled Reservation,Internet Special,Olivia,,-36
,Sunland RV Resort Emerald Desert,387293,16208611,229713,24-Nov-19,Void: 02-ED Weekly Rate - (24-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,387293,16208612,229713,24-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387242,16204333,229672,24-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387242,16204334,229672,24-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-23.07
,Sunland RV Resort Emerald Desert,387242,16204332,229672,24-Nov-19,Void: 02-ED Weekly Rate - (24-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,370181,16384345,216912,24-Nov-19,Void: 02-ED Weekly Rate - (24-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,70
,Sunland RV Resort Emerald Desert,370181,16384346,216912,24-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,7.7
,Sunland RV Resort Emerald Desert,387304,16209455,229724,24-Nov-19,Void: 02-ED Weekly Rate - (24-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,387304,16209456,229724,24-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387304,16209457,229724,24-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-23.57
,Sunland RV Resort Emerald Desert,393784,16383700,236018,24-Nov-19,Void: 02-ED Weekly Rate - (24-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,76
,Sunland RV Resort Emerald Desert,393784,16383701,236018,24-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,384766,16230879,227793,25-Nov-19,Void: 07-ED Parking/Storage - (25-Nov-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,368679,15984853,215820,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Amanda,,62
,Sunland RV Resort Emerald Desert,384765,16230694,227792,25-Nov-19,Void: 07-ED Parking/Storage - (25-Nov-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,385352,16115181,228227,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Amanda,,62
,Sunland RV Resort Emerald Desert,385352,16115182,228227,25-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Amanda,,-24.7
,Sunland RV Resort Emerald Desert,380022,15984954,224236,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Amanda,,62
,Sunland RV Resort Emerald Desert,390640,16246759,230393,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Amanda,,93
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 197 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,387288,16206000,229708,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Ashley,,82
,Sunland RV Resort Emerald Desert,387288,16206001,229708,25-Nov-19,Void:    - 2 x Pets,Incorrect Entry,PETS,Ashley,,6
,Sunland RV Resort Emerald Desert,387288,16206002,229708,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Ashley,,1
,Sunland RV Resort Emerald Desert,387288,16206003,229708,25-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Ashley,,-36
,Sunland RV Resort Emerald Desert,385432,16428439,228285,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Incorrect Entry,Lot-Daily,Ashley,,73
,Sunland RV Resort Emerald Desert,385432,16428440,228285,25-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Ashley,,-33.67
,Sunland RV Resort Emerald Desert,385132,16336217,228062,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Cancelled Reservation,Lot-Daily,Ashley,,84.33
,Sunland RV Resort Emerald Desert,385132,16336218,228062,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Ashley,,9.17
,Sunland RV Resort Emerald Desert,385132,16336219,228062,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Ashley,,1
,Sunland RV Resort Emerald Desert,385132,16336220,228062,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Ashley,,0.11
,Sunland RV Resort Emerald Desert,385132,16271155,228062,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Incorrect Entry,Lot-Daily,Ashley,,97
,Sunland RV Resort Emerald Desert,385132,16271156,228062,25-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Ashley,,10.56
,Sunland RV Resort Emerald Desert,385132,16271157,228062,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Ashley,,1
,Sunland RV Resort Emerald Desert,385132,16271158,228062,25-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Ashley,,0.11
,Sunland RV Resort Emerald Desert,393725,16427946,235975,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,393725,16427947,235975,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,393725,16427948,235975,25-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Becky,,-22.47
,Sunland RV Resort Emerald Desert,397153,16511891,238410,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,397153,16511892,238410,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,397153,16511893,238410,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Becky,,-22.77
,Sunland RV Resort Emerald Desert,395781,16511693,237437,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,395781,16511681,237437,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Becky,,6.6
,Sunland RV Resort Emerald Desert,395781,16511694,237437,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,395781,16511682,237437,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Becky,,0.11
,Sunland RV Resort Emerald Desert,395695,16467893,237377,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,395695,16467894,237377,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,395695,16467895,237377,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Becky,,-23.63
,Sunland RV Resort Emerald Desert,380401,15959006,224499,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,,7.7
,Sunland RV Resort Emerald Desert,348109,14649811,200223,25-Nov-19,Void: 03A-ED Monthly - (25-Nov-19),Cancelled Reservation,Lot-Monthly,Darlene,,19.67
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 198 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,392534,16476866,235023,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Cancelled Reservation,Lot-Daily,Donelle,,100
,Sunland RV Resort Emerald Desert,392534,16476867,235023,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Donelle,,10.89
,Sunland RV Resort Emerald Desert,392534,16476868,235023,25-Nov-19,Void:    - 1 x Pets,Cancelled Reservation,PETS,Donelle,,3
,Sunland RV Resort Emerald Desert,392534,16476869,235023,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Donelle,,1
,Sunland RV Resort Emerald Desert,392534,16476870,235023,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Donelle,,0.11
,Sunland RV Resort Emerald Desert,385279,16110526,228167,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Dates changed ,Lot-Weekly,Jenn,,62
,Sunland RV Resort Emerald Desert,385279,16110527,228167,25-Nov-19,Void:    - Early Bird Special - Premium,Dates changed ,Internet Special,Jenn,,-24.7
,Sunland RV Resort Emerald Desert,387133,16228502,229590,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,70
,Sunland RV Resort Emerald Desert,387133,16228503,229590,25-Nov-19,Void:    - Early Bird Special - Elite,Incorrect Entry,Internet Special,Jenn,,-27.33
,Sunland RV Resort Emerald Desert,387519,16228442,229905,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,60
,Sunland RV Resort Emerald Desert,387519,16228443,229905,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-23.57
,Sunland RV Resort Emerald Desert,388536,16264829,230681,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,60
,Sunland RV Resort Emerald Desert,388536,16264830,230681,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.28
,Sunland RV Resort Emerald Desert,388539,16271661,230681,25-Nov-19,Void: ED-168: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,60
,Sunland RV Resort Emerald Desert,388539,16271662,230681,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.28
,Sunland RV Resort Emerald Desert,388686,16364398,230792,25-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-36
,Sunland RV Resort Emerald Desert,387584,16362124,229950,25-Nov-19,Void: ED-009: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,76
,Sunland RV Resort Emerald Desert,387584,16362125,229950,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,387584,16362126,229950,25-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-36
,Sunland RV Resort Emerald Desert,386920,16184254,229432,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,66
,Sunland RV Resort Emerald Desert,386920,16184255,229432,25-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-27
,Sunland RV Resort Emerald Desert,391853,16406043,234601,25-Nov-19,Void: 07-ED Parking/Storage - (25-Nov-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,394434,16415378,236478,25-Nov-19,Void: 07-ED Parking/Storage - (25-Nov-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,394434,16493622,236478,25-Nov-19,Void: 07-ED Parking/Storage - (25-Nov-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,394812,16433665,236734,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,61
,Sunland RV Resort Emerald Desert,394812,16433666,236734,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,394812,16433667,236734,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-23.7
,Sunland RV Resort Emerald Desert,385699,16367714,228507,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,62
,Sunland RV Resort Emerald Desert,385699,16367715,228507,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-24.7
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 199 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,388686,16364396,230792,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,76
,Sunland RV Resort Emerald Desert,388686,16364397,230792,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,388164,16247556,230376,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Incorrect Entry,Lot-Daily,Jenn,,102
,Sunland RV Resort Emerald Desert,388164,16247557,230376,25-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,,10
,Sunland RV Resort Emerald Desert,388164,16247558,230376,25-Nov-19,Void:    - 2 x Pets,Incorrect Entry,PETS,Jenn,,6
,Sunland RV Resort Emerald Desert,388164,16247559,230376,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,388164,16247560,230376,25-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,,0.11
,Sunland RV Resort Emerald Desert,388164,16247561,230376,25-Nov-19,Void:    - GOOD SAM,Incorrect Entry,Good Sam Discount,Jenn,,-10.2
,Sunland RV Resort Emerald Desert,385274,16107854,228160,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,66
,Sunland RV Resort Emerald Desert,385274,16107855,228160,25-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-27
,Sunland RV Resort Emerald Desert,385274,16107650,228160,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,66
,Sunland RV Resort Emerald Desert,391852,16405937,234600,25-Nov-19,Void: 07-ED Parking/Storage - (25-Nov-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,390887,16309019,232783,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Karleene,,72.99
,Sunland RV Resort Emerald Desert,385699,16135331,228507,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Lee,,62
,Sunland RV Resort Emerald Desert,385699,16135266,228507,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Lee,,-24.7
,Sunland RV Resort Emerald Desert,385420,16134458,228274,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Lee,,-24.7
,Sunland RV Resort Emerald Desert,396114,16484745,237678,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,Lee,,93
,Sunland RV Resort Emerald Desert,396114,16484746,237678,25-Nov-19,Void:    - Early Bird Special - Elite,Incorrect Entry,Internet Special,Lee,,-52.7
,Sunland RV Resort Emerald Desert,386082,16160087,228814,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Cancelled Reservation,Lot-Daily,Lindsay,,81
,Sunland RV Resort Emerald Desert,373069,15683203,219068,25-Nov-19,Void: 07-ED Parking/Storage - (25-Nov-19),Incorrect Entry,PARKING,Molly,,0
,Sunland RV Resort Emerald Desert,360333,15811164,209515,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Cancelled Reservation,Lot-Daily,Molly,,91
,Sunland RV Resort Emerald Desert,360333,15811165,209515,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Molly,,1
,Sunland RV Resort Emerald Desert,360333,15811166,209515,25-Nov-19,Void:    - COA,Cancelled Reservation,Good Sam Discount,Molly,,-9
,Sunland RV Resort Emerald Desert,379664,16258870,223965,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Cancelled Reservation,Lot-Daily,NBalch,,81
,Sunland RV Resort Emerald Desert,379664,16258871,223965,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,NBalch,,8.91
,Sunland RV Resort Emerald Desert,394589,16421898,236581,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,77
,Sunland RV Resort Emerald Desert,394589,16421899,236581,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,386814,16433203,229351,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,95
,Sunland RV Resort Emerald Desert,386814,16433204,229351,25-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,NBalch,,10.34
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 200 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,386814,16433205,229351,25-Nov-19,Void:    - 2 x Children,Incorrect Entry,ADDITIONAL OCUPNTS,NBalch,,4
,Sunland RV Resort Emerald Desert,386814,16433206,229351,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,386814,16433207,229351,25-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,NBalch,,0.11
,Sunland RV Resort Emerald Desert,375636,16359264,220942,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,NBalch,,66
,Sunland RV Resort Emerald Desert,375636,16359265,220942,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,NBalch,,7.26
,Sunland RV Resort Emerald Desert,380401,16165674,224499,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,NBalch,,70
,Sunland RV Resort Emerald Desert,385740,16137177,228540,25-Nov-19,Void: 07-ED Parking/Storage - (25-Nov-19),Incorrect Entry,PARKING,NBalch,,0
,Sunland RV Resort Emerald Desert,394194,16447949,236301,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Cancelled Reservation,Lot-Daily,NBalch,,112
,Sunland RV Resort Emerald Desert,394194,16447950,236301,25-Nov-19,Void:    - 2 x Pets,Cancelled Reservation,PETS,NBalch,,6
,Sunland RV Resort Emerald Desert,394194,16447951,236301,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394194,16447952,236301,25-Nov-19,Void:    - Early Bird Special - Platinum,Cancelled Reservation,Internet Special,NBalch,,-62.83
,Sunland RV Resort Emerald Desert,382267,16045840,225940,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,NBalch,,70
,Sunland RV Resort Emerald Desert,382267,16045841,225940,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,NBalch,,7.7
,Sunland RV Resort Emerald Desert,394588,16421792,236580,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,77
,Sunland RV Resort Emerald Desert,394588,16421793,236580,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394588,16421794,236580,25-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,NBalch,,-41.93
,Sunland RV Resort Emerald Desert,394546,16420717,236553,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,131
,Sunland RV Resort Emerald Desert,394546,16420718,236553,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,386056,16158673,228797,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,NBalch,,66
,Sunland RV Resort Emerald Desert,386056,16158674,228797,25-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,NBalch,,-27
,Sunland RV Resort Emerald Desert,394566,16420581,236565,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,91
,Sunland RV Resort Emerald Desert,394566,16420582,236565,25-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394566,16420583,236565,25-Nov-19,Void:    - Early Bird Special - Luxury,Incorrect Entry,Internet Special,NBalch,,-52.87
,Sunland RV Resort Emerald Desert,378822,16305338,223310,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Incorrect Entry,Lot-Weekly,NBalch,,72
,Sunland RV Resort Emerald Desert,394118,16398205,236246,25-Nov-19,Void: 01-ED Daily Charge - (25-Nov-19),Cancelled Reservation,Lot-Daily,Olivia,,77
,Sunland RV Resort Emerald Desert,394118,16398206,236246,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,394118,16398207,236246,25-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-41.63
,Sunland RV Resort Emerald Desert,387298,16209080,229718,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,387298,16209081,229718,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 201 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,390266,16285707,232274,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,76
,Sunland RV Resort Emerald Desert,390266,16285708,232274,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390266,16285709,232274,25-Nov-19,Void:    - Early Bird Special - Deluxe,Cancelled Reservation,Internet Special,Olivia,,-36
,Sunland RV Resort Emerald Desert,387242,16204335,229672,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,387242,16204336,229672,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387242,16204337,229672,25-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-23.07
,Sunland RV Resort Emerald Desert,387293,16208613,229713,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,387293,16208614,229713,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387304,16209458,229724,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
