Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,Sunland RV Resort Emerald Desert,387304,16209459,229724,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387304,16209460,229724,25-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-23.57
,Sunland RV Resort Emerald Desert,370181,16384347,216912,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,70
,Sunland RV Resort Emerald Desert,370181,16384348,216912,25-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,7.7
,Sunland RV Resort Emerald Desert,393784,16383702,236018,25-Nov-19,Void: 02-ED Weekly Rate - (25-Nov-19),Cancelled Reservation,Lot-Weekly,Olivia,,76
,Sunland RV Resort Emerald Desert,393784,16383703,236018,25-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390640,16246760,230393,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Cancelled Reservation,Lot-Weekly,Amanda,,93
,Sunland RV Resort Emerald Desert,380022,15984955,224236,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Cancelled Reservation,Lot-Weekly,Amanda,,62
,Sunland RV Resort Emerald Desert,385352,16115183,228227,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Cancelled Reservation,Lot-Weekly,Amanda,,62
,Sunland RV Resort Emerald Desert,385352,16115184,228227,26-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Amanda,,-24.7
,Sunland RV Resort Emerald Desert,384765,16230695,227792,26-Nov-19,Void: 07-ED Parking/Storage - (26-Nov-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,384766,16230880,227793,26-Nov-19,Void: 07-ED Parking/Storage - (26-Nov-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,368679,15984854,215820,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Cancelled Reservation,Lot-Weekly,Amanda,,62
,Sunland RV Resort Emerald Desert,385132,16336221,228062,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Cancelled Reservation,Lot-Daily,Ashley,,84.33
,Sunland RV Resort Emerald Desert,385132,16271159,228062,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Incorrect Entry,Lot-Daily,Ashley,,97
,Sunland RV Resort Emerald Desert,385132,16336222,228062,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Ashley,,9.17
,Sunland RV Resort Emerald Desert,385132,16336223,228062,26-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Ashley,,1
,Sunland RV Resort Emerald Desert,385132,16336224,228062,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Ashley,,0.11
,Sunland RV Resort Emerald Desert,385132,16271160,228062,26-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Ashley,,10.56
,Sunland RV Resort Emerald Desert,385132,16271161,228062,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Ashley,,1
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 202 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,385132,16271162,228062,26-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Ashley,,0.11
,Sunland RV Resort Emerald Desert,385432,16428441,228285,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Incorrect Entry,Lot-Daily,Ashley,,73
,Sunland RV Resort Emerald Desert,385432,16428442,228285,26-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Ashley,,-33.67
,Sunland RV Resort Emerald Desert,387288,16206004,229708,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Ashley,,82
,Sunland RV Resort Emerald Desert,387288,16206005,229708,26-Nov-19,Void:    - 2 x Pets,Incorrect Entry,PETS,Ashley,,6
,Sunland RV Resort Emerald Desert,387288,16206006,229708,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Ashley,,1
,Sunland RV Resort Emerald Desert,387288,16206007,229708,26-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Ashley,,-36
,Sunland RV Resort Emerald Desert,395695,16467896,237377,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,395695,16467897,237377,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,395695,16467898,237377,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Becky,,-23.73
,Sunland RV Resort Emerald Desert,395781,16511695,237437,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Cancelled Reservation,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,393725,16427950,235975,26-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,395781,16511683,237437,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Becky,,6.6
,Sunland RV Resort Emerald Desert,395781,16511696,237437,26-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,395781,16511684,237437,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Becky,,0.11
,Sunland RV Resort Emerald Desert,397153,16511894,238410,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,397153,16511895,238410,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,397153,16511896,238410,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Becky,,-22.77
,Sunland RV Resort Emerald Desert,393725,16427949,235975,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Cancelled Reservation,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,393725,16427951,235975,26-Nov-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Becky,,-22.47
,Sunland RV Resort Emerald Desert,392144,16465423,234788,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Cancelled Reservation,Lot-Daily,BrandonJ,,97
,Sunland RV Resort Emerald Desert,392144,16465424,234788,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,BrandonJ,,9.5
,Sunland RV Resort Emerald Desert,392144,16465425,234788,26-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,BrandonJ,,1
,Sunland RV Resort Emerald Desert,392144,16465426,234788,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,BrandonJ,,0.11
,Sunland RV Resort Emerald Desert,392144,16465427,234788,26-Nov-19,Void:    - GOOD SAM,Cancelled Reservation,Good Sam Discount,BrandonJ,,-9.7
,Sunland RV Resort Emerald Desert,380401,15959007,224499,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,,7.7
,Sunland RV Resort Emerald Desert,348109,14649812,200223,26-Nov-19,Void: 03A-ED Monthly - (26-Nov-19),Cancelled Reservation,Lot-Monthly,Darlene,,19.67
,Sunland RV Resort Emerald Desert,392534,16476871,235023,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Cancelled Reservation,Lot-Daily,Donelle,,100
,Sunland RV Resort Emerald Desert,392534,16476872,235023,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Donelle,,10.89
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 203 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,392534,16476873,235023,26-Nov-19,Void:    - 1 x Pets,Cancelled Reservation,PETS,Donelle,,3
,Sunland RV Resort Emerald Desert,392534,16476874,235023,26-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Donelle,,1
,Sunland RV Resort Emerald Desert,392534,16476875,235023,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Donelle,,0.11
,Sunland RV Resort Emerald Desert,387519,16228444,229905,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,60
,Sunland RV Resort Emerald Desert,387519,16228445,229905,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-23.57
,Sunland RV Resort Emerald Desert,387133,16228504,229590,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,70
,Sunland RV Resort Emerald Desert,387133,16228505,229590,26-Nov-19,Void:    - Early Bird Special - Elite,Incorrect Entry,Internet Special,Jenn,,-27.33
,Sunland RV Resort Emerald Desert,385279,16110528,228167,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Dates changed ,Lot-Weekly,Jenn,,62
,Sunland RV Resort Emerald Desert,385279,16110529,228167,26-Nov-19,Void:    - Early Bird Special - Premium,Dates changed ,Internet Special,Jenn,,-24.7
,Sunland RV Resort Emerald Desert,388539,16271663,230681,26-Nov-19,Void: ED-168: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,60
,Sunland RV Resort Emerald Desert,388539,16271664,230681,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.28
,Sunland RV Resort Emerald Desert,388536,16264831,230681,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,60
,Sunland RV Resort Emerald Desert,388536,16264832,230681,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.28
,Sunland RV Resort Emerald Desert,387584,16362127,229950,26-Nov-19,Void: ED-009: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,76
,Sunland RV Resort Emerald Desert,387584,16362128,229950,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,387584,16362129,229950,26-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-36
,Sunland RV Resort Emerald Desert,391853,16406044,234601,26-Nov-19,Void: 07-ED Parking/Storage - (26-Nov-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,391791,16397578,234562,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Dates changed ,Lot-Daily,Jenn,,77
,Sunland RV Resort Emerald Desert,391791,16397579,234562,26-Nov-19,Void:    - TOT,Dates changed ,Transient/Occupancy Tax,Jenn,,8.36
,Sunland RV Resort Emerald Desert,391791,16397580,234562,26-Nov-19,Void:    - Internet Access-ED,Dates changed ,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,391791,16397581,234562,26-Nov-19,Void:    - TOT,Dates changed ,Transient/Occupancy Tax,Jenn,,0.11
,Sunland RV Resort Emerald Desert,386920,16184256,229432,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,66
,Sunland RV Resort Emerald Desert,386920,16184257,229432,26-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-27
,Sunland RV Resort Emerald Desert,394812,16433668,236734,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,61
,Sunland RV Resort Emerald Desert,394812,16433669,236734,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,394812,16433670,236734,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-23.7
,Sunland RV Resort Emerald Desert,394434,16493623,236478,26-Nov-19,Void: 07-ED Parking/Storage - (26-Nov-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,394434,16415379,236478,26-Nov-19,Void: 07-ED Parking/Storage - (26-Nov-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,385699,16367716,228507,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,62
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 204 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,385699,16367717,228507,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-24.7
,Sunland RV Resort Emerald Desert,388164,16247562,230376,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Incorrect Entry,Lot-Daily,Jenn,,102
,Sunland RV Resort Emerald Desert,388164,16247563,230376,26-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,,9.99
,Sunland RV Resort Emerald Desert,388164,16247564,230376,26-Nov-19,Void:    - 2 x Pets,Incorrect Entry,PETS,Jenn,,6
,Sunland RV Resort Emerald Desert,388164,16247565,230376,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,388164,16247566,230376,26-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,,0.11
,Sunland RV Resort Emerald Desert,388164,16247567,230376,26-Nov-19,Void:    - GOOD SAM,Incorrect Entry,Good Sam Discount,Jenn,,-10.2
,Sunland RV Resort Emerald Desert,388686,16364399,230792,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,76
,Sunland RV Resort Emerald Desert,388686,16364400,230792,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,388686,16364401,230792,26-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-36
,Sunland RV Resort Emerald Desert,385274,16107856,228160,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,66
,Sunland RV Resort Emerald Desert,385274,16107651,228160,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Jenn,,66
,Sunland RV Resort Emerald Desert,385274,16107857,228160,26-Nov-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-27
,Sunland RV Resort Emerald Desert,391852,16405938,234600,26-Nov-19,Void: 07-ED Parking/Storage - (26-Nov-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,390887,16309020,232783,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Karleene,,72.99
,Sunland RV Resort Emerald Desert,385699,16135267,228507,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Lee,,-24.7
,Sunland RV Resort Emerald Desert,385699,16135332,228507,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Lee,,62
,Sunland RV Resort Emerald Desert,385420,16134459,228274,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Lee,,-24.7
,Sunland RV Resort Emerald Desert,396114,16484747,237678,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,Lee,,103
,Sunland RV Resort Emerald Desert,396114,16484748,237678,26-Nov-19,Void:    - Early Bird Special - Elite,Incorrect Entry,Internet Special,Lee,,-52.7
,Sunland RV Resort Emerald Desert,386082,16160088,228814,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Cancelled Reservation,Lot-Daily,Lindsay,,81
,Sunland RV Resort Emerald Desert,392145,16354547,234789,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Cancelled Reservation,Lot-Daily,Lindsay,,97
,Sunland RV Resort Emerald Desert,392145,16354548,234789,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lindsay,,10.56
,Sunland RV Resort Emerald Desert,392145,16354549,234789,26-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lindsay,,1
,Sunland RV Resort Emerald Desert,392145,16354550,234789,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lindsay,,0.11
,Sunland RV Resort Emerald Desert,360333,15811167,209515,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Cancelled Reservation,Lot-Daily,Molly,,91
,Sunland RV Resort Emerald Desert,360333,15811168,209515,26-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Molly,,1
,Sunland RV Resort Emerald Desert,360333,15811169,209515,26-Nov-19,Void:    - COA,Cancelled Reservation,Good Sam Discount,Molly,,-9
,Sunland RV Resort Emerald Desert,373069,15683204,219068,26-Nov-19,Void: 07-ED Parking/Storage - (26-Nov-19),Incorrect Entry,PARKING,Molly,,0
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 205 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,394589,16421900,236581,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,77
,Sunland RV Resort Emerald Desert,379664,16258872,223965,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Cancelled Reservation,Lot-Daily,NBalch,,81
,Sunland RV Resort Emerald Desert,379664,16258873,223965,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,NBalch,,8.91
,Sunland RV Resort Emerald Desert,375636,16359266,220942,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Cancelled Reservation,Lot-Weekly,NBalch,,66
,Sunland RV Resort Emerald Desert,375636,16359267,220942,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,NBalch,,7.26
,Sunland RV Resort Emerald Desert,386814,16433208,229351,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,95
,Sunland RV Resort Emerald Desert,386814,16433209,229351,26-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,NBalch,,10.34
,Sunland RV Resort Emerald Desert,386814,16433210,229351,26-Nov-19,Void:    - 2 x Children,Incorrect Entry,ADDITIONAL OCUPNTS,NBalch,,4
,Sunland RV Resort Emerald Desert,386814,16433211,229351,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,386814,16433212,229351,26-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,NBalch,,0.11
,Sunland RV Resort Emerald Desert,394589,16421901,236581,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,385740,16137178,228540,26-Nov-19,Void: 07-ED Parking/Storage - (26-Nov-19),Incorrect Entry,PARKING,NBalch,,0
,Sunland RV Resort Emerald Desert,382267,16045842,225940,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Cancelled Reservation,Lot-Weekly,NBalch,,70
,Sunland RV Resort Emerald Desert,382267,16045843,225940,26-Nov-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,NBalch,,7.7
,Sunland RV Resort Emerald Desert,380401,16165675,224499,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Cancelled Reservation,Lot-Weekly,NBalch,,70
,Sunland RV Resort Emerald Desert,385326,16132287,228202,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,81
,Sunland RV Resort Emerald Desert,385326,16132288,228202,26-Nov-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,NBalch,,8.91
,Sunland RV Resort Emerald Desert,394194,16447953,236301,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Cancelled Reservation,Lot-Daily,NBalch,,119
,Sunland RV Resort Emerald Desert,394194,16447954,236301,26-Nov-19,Void:    - 2 x Pets,Cancelled Reservation,PETS,NBalch,,6
,Sunland RV Resort Emerald Desert,394194,16447955,236301,26-Nov-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394194,16447956,236301,26-Nov-19,Void:    - Early Bird Special - Platinum,Cancelled Reservation,Internet Special,NBalch,,-62.83
,Sunland RV Resort Emerald Desert,394588,16421795,236580,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,77
,Sunland RV Resort Emerald Desert,394588,16421796,236580,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394588,16421797,236580,26-Nov-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,NBalch,,-41.93
,Sunland RV Resort Emerald Desert,394546,16420719,236553,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,131
,Sunland RV Resort Emerald Desert,394546,16420720,236553,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,378822,16305339,223310,26-Nov-19,Void: 02-ED Weekly Rate - (26-Nov-19),Incorrect Entry,Lot-Weekly,NBalch,,72
,Sunland RV Resort Emerald Desert,394566,16420584,236565,26-Nov-19,Void: 01-ED Daily Charge - (26-Nov-19),Incorrect Entry,Lot-Daily,NBalch,,91
,Sunland RV Resort Emerald Desert,394566,16420585,236565,26-Nov-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 206 of 348,
